Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FS","Données de la sécurité alimentaire","ROU","Roumanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.27","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","GBR","Royaume-Uni","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.38","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","RWA","Rwanda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.05","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LCA","Sainte-Lucie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.86","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","KNA","Saint-Kitts-et-Nevis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.62","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","VCT","Saint-Vincent-et-les Grenadines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.01","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","WSM","Samoa","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.19","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","ASM","Samoa américaines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.19","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","STP","Sao Tomé-et-Principe","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.23","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SEN","Sénégal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.27","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SRB","Serbie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.05","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SYC","Seychelles","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.72","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SLE","Sierra Leone","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.16","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SGP","Singapour","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.53","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SVK","Slovaquie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.62","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SVN","Slovénie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.99","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SOM","Somalie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.33","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SDN","Soudan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.38","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SSD","Soudan du Sud","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.42","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","LKA","Sri Lanka","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.07","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SWE","Suède","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.98","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","CHE","Suisse","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.32","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","SUR","Suriname","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.27","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TJK","Tadjikistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.79","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TCD","Tchad","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.21","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","CZE","Tchéquie (la)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.99","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","PSE","Palestine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.1","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","THA","Thaïlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.93","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TLS","Timor-Leste","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.08","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TGO","Togo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.2","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TON","Tonga","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.91","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TTO","Trinité-et-Tobago","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.28","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TUN","Tunisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.99","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TKM","Turkménistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.31","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TUR","Turquie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","TUV","Tuvalu","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.4","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","UKR","Ukraine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.89","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","URY","Uruguay","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.1","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","VUT","Vanuatu","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.51","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","VEN","Venezuela (République bolivarienne du)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.03","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","VNM","Viet Nam","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.17","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","YEM","Yémen","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-2.79","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","ZMB","Zambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.18","X","Sources internationales sûres"
"FS","Données de la sécurité alimentaire","ZWE","Zimbabwe","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.61","X","Sources internationales sûres"
